ID,Product,Country,State,PostalCode
795,elderberry,Canada,Tamil Nadu,414346
796,apple,Canada,Haryana,469881
797,cherry,USA,Punjab,491868
798,apple,UK,Tamil Nadu,417589
799,elderberry,Australia,Haryana,242952
800,elderberry,India,Tamil Nadu,931033
801,banana,Canada,Haryana,134387
802,banana,Canada,Punjab,872448
803,cherry,Australia,Tamil Nadu,249374
804,apple,Australia,Punjab,814645
805,elderberry,USA,Tamil Nadu,284673
806,date,UK,Haryana,563841
807,apple,India,Tamil Nadu,188157
808,date,USA,Delhi,616207
809,date,USA,Karnataka,762935
810,cherry,USA,Haryana,908677
811,apple,India,Delhi,202052
812,cherry,India,Punjab,400047
813,banana,USA,Karnataka,906605
814,banana,UK,Haryana,718583
815,elderberry,India,Tamil Nadu,875506
816,elderberry,USA,Delhi,704603
817,banana,USA,Delhi,596581
818,cherry,UK,Karnataka,213508
819,cherry,Canada,Punjab,373406
820,cherry,USA,Haryana,842453
821,elderberry,Canada,Punjab,785375
822,elderberry,India,Tamil Nadu,913328
823,date,USA,Karnataka,537513
824,banana,Australia,Haryana,557331
825,date,UK,Punjab,855690
826,apple,Canada,Karnataka,407179
827,apple,Australia,Tamil Nadu,381822
828,date,UK,Tamil Nadu,632981
829,apple,Australia,Haryana,218320
830,banana,Canada,Haryana,939542
831,date,Australia,Punjab,736009
832,apple,India,Haryana,517727
833,elderberry,India,Punjab,928789
834,elderberry,USA,Karnataka,711931
835,cherry,Australia,Karnataka,442978
836,banana,India,Karnataka,584535
837,date,USA,Karnataka,993165
838,elderberry,Australia,Tamil Nadu,982464
839,cherry,USA,Delhi,617318
840,elderberry,UK,Karnataka,787758
841,cherry,India,Punjab,964376
842,date,UK,Haryana,808628
843,date,UK,Delhi,597837
844,elderberry,UK,Haryana,318553
845,elderberry,Australia,Karnataka,118778
846,apple,UK,Karnataka,475420
847,cherry,Australia,Delhi,920454
848,elderberry,USA,Haryana,330452
849,elderberry,UK,Delhi,788889
850,elderberry,India,Haryana,676038
851,elderberry,Australia,Delhi,609328
852,elderberry,USA,Tamil Nadu,241519
853,cherry,Canada,Punjab,875292
854,date,UK,Tamil Nadu,733074
855,apple,UK,Delhi,222521
856,date,UK,Delhi,527032
857,date,UK,Tamil Nadu,188859
858,apple,UK,Delhi,972454
859,elderberry,India,Tamil Nadu,882989
860,banana,Canada,Haryana,457488
861,cherry,UK,Haryana,487623
862,apple,Australia,Delhi,832901
863,date,USA,Punjab,794217
864,apple,USA,Delhi,839745
865,date,UK,Haryana,627425
866,cherry,UK,Delhi,205965
867,cherry,Canada,Delhi,683783
868,cherry,USA,Tamil Nadu,305406
869,banana,UK,Tamil Nadu,413911
870,date,UK,Punjab,773728
871,cherry,Canada,Delhi,385255
872,apple,India,Delhi,454794
873,apple,Australia,Punjab,487544
874,cherry,India,Delhi,151206
875,elderberry,Canada,Haryana,235078
876,banana,India,Haryana,281065
877,apple,Canada,Punjab,816075
878,cherry,India,Delhi,660448
879,date,USA,Haryana,369068
880,cherry,Australia,Delhi,824873
881,cherry,UK,Punjab,293161
882,apple,India,Karnataka,345983
883,banana,UK,Tamil Nadu,656569
884,date,UK,Karnataka,358768
885,apple,USA,Punjab,842914
886,cherry,India,Karnataka,383476
887,date,Canada,Haryana,721324
888,elderberry,UK,Tamil Nadu,881232
889,apple,Canada,Karnataka,131564
890,banana,UK,Haryana,946429
891,elderberry,USA,Haryana,149134
892,elderberry,Australia,Delhi,539999
893,elderberry,Canada,Tamil Nadu,166283
894,date,Australia,Karnataka,371697
895,apple,India,Haryana,835240
896,elderberry,India,Delhi,994143
897,cherry,Australia,Punjab,405179
898,apple,Australia,Tamil Nadu,849353
899,date,Canada,Haryana,566785
900,apple,India,Tamil Nadu,667632
901,banana,Canada,Delhi,546863
902,date,Canada,Tamil Nadu,788047
903,cherry,India,Punjab,198973
904,apple,USA,Delhi,289104
905,banana,USA,Haryana,867585
906,banana,India,Delhi,426187
907,cherry,USA,Karnataka,696567
908,cherry,Canada,Punjab,315302
909,date,India,Punjab,633833
910,date,Australia,Karnataka,444169
911,date,India,Karnataka,181127
912,elderberry,USA,Punjab,503095
913,banana,Australia,Tamil Nadu,122071
914,date,Australia,Haryana,452317
915,apple,USA,Punjab,185656
916,date,USA,Delhi,242292
917,apple,Canada,Karnataka,537194
918,cherry,UK,Karnataka,714600
919,elderberry,UK,Tamil Nadu,389594
920,apple,USA,Haryana,905547
921,apple,Canada,Delhi,964336
922,cherry,Canada,Haryana,398214
923,banana,Australia,Delhi,367653
924,banana,Canada,Karnataka,912830
925,elderberry,Australia,Haryana,633223
926,elderberry,UK,Punjab,599766
927,apple,Australia,Karnataka,240122
928,banana,USA,Tamil Nadu,379819
929,banana,India,Karnataka,112915
930,date,India,Delhi,137652
931,elderberry,Canada,Haryana,516769
932,banana,India,Karnataka,971668
933,cherry,Canada,Karnataka,148501
934,apple,Australia,Haryana,838747
935,apple,UK,Punjab,546780
936,apple,UK,Delhi,583569
937,banana,UK,Karnataka,124721
938,cherry,USA,Punjab,423603
939,apple,India,Delhi,664506
940,cherry,India,Tamil Nadu,925773
941,banana,Australia,Karnataka,754118
942,cherry,UK,Tamil Nadu,478899
943,date,Canada,Karnataka,386218
944,banana,Canada,Tamil Nadu,392960
945,elderberry,India,Karnataka,368095
946,banana,UK,Punjab,410777
947,banana,India,Haryana,259407
948,date,Canada,Haryana,443888
949,banana,Australia,Delhi,319599
950,apple,Canada,Delhi,448488
951,elderberry,USA,Karnataka,588510
952,elderberry,India,Punjab,343774
953,apple,USA,Delhi,861656
954,cherry,UK,Punjab,306229
955,elderberry,Canada,Karnataka,250334
956,apple,Australia,Tamil Nadu,844804
957,date,Australia,Tamil Nadu,551292
958,date,Australia,Delhi,648953
959,cherry,USA,Delhi,450776
960,banana,Australia,Haryana,431249
961,cherry,USA,Haryana,227669
962,apple,UK,Tamil Nadu,216715
963,elderberry,UK,Tamil Nadu,104350
964,elderberry,UK,Haryana,277426
965,cherry,UK,Delhi,472396
966,banana,Canada,Tamil Nadu,838622
967,banana,USA,Punjab,734633
968,elderberry,Canada,Haryana,147681
969,elderberry,Australia,Karnataka,898209
970,elderberry,UK,Karnataka,754059
971,apple,Canada,Delhi,565340
972,cherry,UK,Haryana,447178
973,banana,USA,Haryana,339311
974,cherry,Australia,Haryana,453816
975,banana,UK,Haryana,194736
976,elderberry,USA,Delhi,982107
977,cherry,USA,Tamil Nadu,299456
978,banana,USA,Delhi,659478
979,cherry,Canada,Karnataka,336988
980,elderberry,UK,Tamil Nadu,117899
981,banana,USA,Tamil Nadu,817420
982,apple,Australia,Karnataka,217152
983,banana,India,Haryana,868585
984,banana,Australia,Delhi,668943
985,date,UK,Karnataka,970935
986,banana,Canada,Karnataka,456125
987,date,Canada,Karnataka,246463
988,banana,UK,Karnataka,828625
989,elderberry,Australia,Tamil Nadu,159493
990,cherry,UK,Punjab,656370
991,apple,USA,Delhi,520623
992,date,Australia,Punjab,780953
993,elderberry,Canada,Punjab,898268
994,cherry,UK,Karnataka,172741
995,date,India,Punjab,521217
996,elderberry,India,Karnataka,491286
997,date,USA,Delhi,280219
998,apple,UK,Delhi,838918
999,elderberry,USA,Delhi,153064
1000,cherry,USA,Tamil Nadu,507492
1001,date,USA,Delhi,702195
1002,banana,Australia,Delhi,796505
1003,date,UK,Haryana,120216
1004,elderberry,UK,Tamil Nadu,622597
1005,date,USA,Haryana,620114
1006,date,Australia,Haryana,652812
1007,elderberry,India,Delhi,498724
1008,date,USA,Delhi,384364
1009,apple,India,Haryana,866369
1010,banana,USA,Delhi,177554
1011,banana,India,Punjab,644554
1012,banana,Canada,Punjab,978747
1013,cherry,UK,Tamil Nadu,558363
1014,cherry,Canada,Delhi,763525
1015,apple,Canada,Delhi,867458
1016,cherry,Canada,Delhi,461484
1017,apple,USA,Punjab,771332
1018,banana,Canada,Karnataka,266561
1019,date,India,Punjab,148526
1020,apple,Australia,Punjab,762235
1021,elderberry,UK,Haryana,720178
1022,cherry,India,Tamil Nadu,545394
1023,elderberry,USA,Delhi,910108
1024,banana,USA,Haryana,736160
1025,banana,Canada,Haryana,112974
1026,cherry,India,Punjab,542139
1027,cherry,India,Punjab,301341
1028,elderberry,USA,Karnataka,194068
1029,apple,UK,Haryana,477446
1030,cherry,USA,Punjab,954809
1031,banana,Australia,Punjab,728323
1032,elderberry,India,Haryana,128509
1033,cherry,India,Tamil Nadu,751801
1034,apple,Canada,Karnataka,586953
1035,elderberry,Canada,Delhi,737035
1036,banana,Canada,Punjab,648439
1037,date,USA,Punjab,353822
1038,banana,Canada,Delhi,214918
1039,date,Canada,Tamil Nadu,484747
1040,cherry,UK,Haryana,102391
1041,apple,USA,Tamil Nadu,351820
1042,banana,Australia,Delhi,414328
1043,elderberry,USA,Haryana,175760
1044,elderberry,USA,Karnataka,383698
1045,apple,USA,Karnataka,278101
1046,elderberry,India,Punjab,785079
1047,cherry,USA,Delhi,780280
1048,apple,Australia,Punjab,104745
1049,banana,USA,Punjab,983808
1050,apple,USA,Punjab,927743
1051,apple,India,Punjab,963102
1052,elderberry,India,Karnataka,277197
1053,cherry,India,Haryana,283717
1054,apple,Australia,Delhi,312374
1055,elderberry,USA,Tamil Nadu,756117
1056,elderberry,Canada,Tamil Nadu,648070
1057,date,India,Haryana,731710
1058,elderberry,USA,Karnataka,704935
1059,apple,Canada,Karnataka,986452
1060,cherry,USA,Haryana,788050
1061,apple,Australia,Punjab,110286
1062,banana,Australia,Delhi,898670
1063,apple,UK,Tamil Nadu,848924
1064,elderberry,Canada,Delhi,310944
1065,date,India,Tamil Nadu,925546
1066,cherry,UK,Haryana,735516
1067,banana,Canada,Delhi,556395
1068,banana,Australia,Karnataka,268932
1069,date,USA,Delhi,418963
1070,apple,UK,Delhi,947499
1071,apple,USA,Delhi,507381
1072,elderberry,India,Tamil Nadu,427223
1073,cherry,USA,Haryana,679376
1074,banana,USA,Haryana,460478
1075,date,Canada,Delhi,211527
1076,apple,Canada,Karnataka,198120
1077,banana,Canada,Karnataka,524437
1078,elderberry,UK,Punjab,541314
1079,apple,USA,Delhi,120341
1080,cherry,India,Punjab,188324
1081,apple,India,Delhi,483592
1082,cherry,Australia,Delhi,468326
1083,cherry,Australia,Tamil Nadu,907933
1084,elderberry,Australia,Haryana,881748
1085,elderberry,USA,Punjab,207802
1086,apple,USA,Karnataka,562501
1087,apple,Australia,Punjab,354293
1088,elderberry,Canada,Tamil Nadu,651840
1089,elderberry,India,Tamil Nadu,766532
1090,elderberry,Canada,Tamil Nadu,229936
1091,apple,Australia,Delhi,274601
1092,elderberry,Australia,Karnataka,220694
1093,cherry,Australia,Delhi,345327
1094,cherry,India,Delhi,114235
1095,elderberry,USA,Punjab,208578
1096,apple,India,Karnataka,172018
1097,apple,Canada,Karnataka,809929
1098,date,India,Karnataka,463787
1099,elderberry,Australia,Delhi,720654
1100,apple,USA,Delhi,333000
1101,banana,Canada,Haryana,128825
1102,banana,UK,Tamil Nadu,434739
1103,date,Australia,Karnataka,780462
1104,apple,UK,Punjab,442127
1105,banana,India,Karnataka,173704
1106,elderberry,USA,Karnataka,434822
1107,banana,India,Delhi,219435
1108,apple,USA,Tamil Nadu,687298
1109,apple,USA,Delhi,167730
1110,cherry,USA,Tamil Nadu,189729
1111,elderberry,USA,Punjab,466757
1112,cherry,India,Karnataka,425375
1113,banana,India,Delhi,831510
1114,elderberry,Australia,Punjab,542201
1115,banana,India,Haryana,464185
1116,apple,UK,Haryana,583979
1117,cherry,USA,Delhi,329723
1118,cherry,USA,Karnataka,910814
1119,apple,Canada,Punjab,479272
1120,date,Australia,Haryana,786856
1121,cherry,USA,Tamil Nadu,420345
1122,date,USA,Karnataka,232191
1123,date,India,Haryana,703463
1124,apple,Canada,Karnataka,511467
1125,elderberry,Canada,Delhi,350314
1126,elderberry,Australia,Delhi,623648
1127,apple,USA,Karnataka,539389
1128,elderberry,Canada,Haryana,279431
1129,banana,UK,Delhi,734543
1130,date,UK,Delhi,613069
1131,cherry,USA,Haryana,321845
1132,apple,India,Karnataka,138357
1133,banana,Canada,Punjab,183190
1134,elderberry,Australia,Tamil Nadu,148467
1135,banana,India,Karnataka,172945
1136,apple,USA,Punjab,611244
1137,elderberry,USA,Tamil Nadu,349680
1138,date,Australia,Delhi,691182
1139,elderberry,India,Punjab,973657
1140,banana,USA,Delhi,263593
1141,banana,USA,Tamil Nadu,849329
1142,elderberry,India,Karnataka,928554
1143,banana,Canada,Delhi,157970
1144,apple,India,Karnataka,645752
1145,elderberry,UK,Haryana,877340
1146,elderberry,Australia,Punjab,323924
1147,date,Australia,Punjab,466258
1148,apple,USA,Tamil Nadu,489929
1149,banana,Canada,Haryana,787079
1150,apple,USA,Karnataka,611490
1151,date,Australia,Punjab,612728
1152,apple,Australia,Delhi,865469
1153,elderberry,Canada,Haryana,828152
1154,banana,USA,Haryana,307224
1155,apple,UK,Tamil Nadu,255386
1156,apple,India,Karnataka,167427
1157,elderberry,Canada,Delhi,949773
1158,apple,Australia,Tamil Nadu,227844
1159,apple,USA,Tamil Nadu,524691
1160,elderberry,UK,Haryana,391066
1161,banana,USA,Tamil Nadu,297316
1162,cherry,Canada,Karnataka,599428
1163,apple,UK,Karnataka,234952
1164,apple,Canada,Karnataka,118770
1165,cherry,USA,Delhi,123425
1166,elderberry,Australia,Karnataka,368589
1167,date,India,Tamil Nadu,353938
1168,apple,Australia,Delhi,493210
1169,cherry,UK,Punjab,736391
1170,banana,USA,Karnataka,912909
1171,elderberry,Canada,Tamil Nadu,960129
1172,cherry,UK,Delhi,932306
1173,banana,Australia,Punjab,237513
1174,cherry,UK,Haryana,408152
1175,cherry,Australia,Haryana,856282
1176,elderberry,Australia,Delhi,528475
1177,cherry,India,Delhi,977158
1178,banana,Canada,Karnataka,510034
1179,date,Australia,Karnataka,416956
1180,date,Australia,Karnataka,946659
1181,apple,UK,Delhi,466826
1182,cherry,UK,Karnataka,127114
1183,banana,USA,Delhi,231787
1184,apple,UK,Karnataka,746625
1185,cherry,USA,Haryana,589277
1186,apple,Canada,Delhi,791890
1187,elderberry,Canada,Delhi,723257
1188,elderberry,Canada,Delhi,312690
1189,banana,Canada,Karnataka,934707
1190,banana,Australia,Delhi,299426
1191,date,India,Punjab,187763
1192,elderberry,Australia,Punjab,718781
1193,elderberry,Australia,Delhi,192640
1194,banana,UK,Punjab,576443
1195,apple,Australia,Delhi,579318
1196,date,UK,Delhi,934437
1197,elderberry,USA,Haryana,734103
1198,elderberry,USA,Haryana,688636
1199,banana,India,Haryana,177897
1200,cherry,Australia,Delhi,318562
1201,date,UK,Punjab,873483
1202,banana,Australia,Tamil Nadu,411959
1203,date,USA,Punjab,878686
1204,banana,India,Tamil Nadu,740160
1205,banana,USA,Delhi,360238
1206,apple,UK,Tamil Nadu,744768
1207,date,USA,Delhi,437502
1208,banana,UK,Haryana,857680
1209,cherry,USA,Delhi,404296
1210,date,UK,Delhi,352663
1211,date,UK,Haryana,587241
1212,date,India,Karnataka,217468
1213,banana,UK,Punjab,788523
1214,apple,USA,Punjab,479367
1215,date,UK,Punjab,547494
1216,date,India,Karnataka,867589
1217,elderberry,India,Tamil Nadu,695215
1218,apple,India,Delhi,620936
1219,date,USA,Haryana,493895
1220,elderberry,Australia,Tamil Nadu,517541
1221,elderberry,Australia,Karnataka,103275
1222,elderberry,India,Karnataka,628284
1223,cherry,UK,Haryana,257731
1224,cherry,Canada,Punjab,950845
1225,date,Canada,Delhi,539245
1226,banana,India,Delhi,667484
1227,date,Australia,Karnataka,941552
1228,cherry,India,Punjab,758855
1229,date,Australia,Karnataka,464561
1230,cherry,India,Karnataka,506786
1231,elderberry,Australia,Haryana,213015
1232,cherry,UK,Delhi,128413
1233,banana,India,Karnataka,787849
1234,banana,Australia,Punjab,642236
1235,banana,Australia,Tamil Nadu,622284
1236,banana,UK,Karnataka,143642
1237,date,Canada,Punjab,345804
1238,cherry,Australia,Delhi,954569
1239,date,UK,Tamil Nadu,139861
1240,elderberry,Canada,Delhi,401782
1241,elderberry,USA,Karnataka,387831
1242,date,Australia,Karnataka,112526
1243,banana,UK,Tamil Nadu,436652
1244,banana,UK,Haryana,137194
1245,elderberry,Australia,Karnataka,790258
1246,cherry,Canada,Karnataka,435515
1247,banana,Canada,Haryana,860315
1248,cherry,Canada,Karnataka,123578
1249,apple,Canada,Haryana,393804
1250,cherry,UK,Haryana,400733
1251,banana,India,Haryana,115670
1252,date,USA,Haryana,382511
1253,banana,Canada,Haryana,232676
1254,cherry,UK,Delhi,149893
1255,date,UK,Delhi,100259
1256,banana,UK,Delhi,668580
1257,elderberry,Canada,Punjab,554075
1258,cherry,Canada,Delhi,663920
1259,apple,India,Delhi,137816
1260,cherry,Canada,Tamil Nadu,817974
1261,apple,India,Tamil Nadu,205884
1262,date,UK,Delhi,620280
1263,cherry,USA,Haryana,233805
1264,elderberry,Canada,Delhi,283532
1265,apple,Canada,Punjab,986244
1266,elderberry,Australia,Delhi,527756
1267,banana,Canada,Delhi,872466
1268,cherry,Australia,Tamil Nadu,372729
1269,cherry,Australia,Delhi,679892
1270,elderberry,Australia,Punjab,332715
1271,apple,UK,Tamil Nadu,565948
1272,date,Canada,Punjab,108138
1273,cherry,India,Delhi,924713
1274,banana,Australia,Delhi,358703
1275,date,India,Punjab,695278
1276,date,Canada,Haryana,244552
1277,date,USA,Delhi,507404
1278,elderberry,UK,Punjab,287434
1279,apple,Australia,Tamil Nadu,249163
1280,banana,Canada,Karnataka,615877
1281,banana,Australia,Karnataka,956954
1282,date,USA,Karnataka,252920
1283,apple,Australia,Punjab,777185
1284,elderberry,USA,Tamil Nadu,625882
1285,cherry,Canada,Delhi,449947
1286,banana,Canada,Punjab,101312
1287,banana,Australia,Haryana,835997
1288,banana,Australia,Haryana,399499
1289,banana,Australia,Tamil Nadu,505417
1290,cherry,Australia,Haryana,185330
1291,banana,India,Karnataka,208329
1292,elderberry,USA,Punjab,763645
1293,banana,UK,Haryana,530452
1294,apple,Australia,Haryana,263356
1295,apple,UK,Haryana,141161
1296,cherry,Australia,Tamil Nadu,487352
1297,cherry,Australia,Punjab,783165
1298,date,Canada,Haryana,795866
1299,banana,Canada,Tamil Nadu,972397
1300,banana,India,Tamil Nadu,158714
1301,elderberry,Australia,Karnataka,594206
1302,date,UK,Karnataka,586653
1303,elderberry,USA,Delhi,826354
1304,cherry,India,Delhi,142357
1305,elderberry,India,Punjab,622313
1306,apple,USA,Delhi,423476
1307,date,Canada,Tamil Nadu,473255
1308,elderberry,Canada,Delhi,823285
1309,date,UK,Karnataka,372294
1310,date,Canada,Punjab,972565
1311,elderberry,India,Tamil Nadu,435631
1312,banana,USA,Karnataka,833780
1313,banana,India,Karnataka,517979
1314,banana,India,Punjab,542752
1315,apple,USA,Tamil Nadu,868464
1316,banana,Australia,Delhi,834304
1317,banana,Canada,Delhi,546802
1318,apple,UK,Punjab,683550
1319,apple,UK,Punjab,713450
1320,date,Canada,Punjab,295827
1321,banana,UK,Tamil Nadu,574288
1322,elderberry,Australia,Delhi,947669
1323,elderberry,USA,Haryana,471954
1324,date,Canada,Haryana,264987
1325,elderberry,India,Haryana,251407
1326,cherry,USA,Karnataka,372662
1327,cherry,UK,Haryana,766429
1328,apple,UK,Punjab,664067
1329,date,UK,Karnataka,145369
1330,apple,USA,Karnataka,409080
1331,banana,USA,Haryana,680000
1332,date,India,Karnataka,966680
1333,banana,Australia,Haryana,800699
1334,cherry,USA,Karnataka,723848
1335,date,India,Haryana,848202
1336,elderberry,India,Tamil Nadu,735266
1337,date,Australia,Punjab,544929
1338,date,Australia,Haryana,521421
1339,elderberry,UK,Delhi,661338
1340,apple,USA,Karnataka,303280
1341,date,Canada,Tamil Nadu,416001
1342,banana,Canada,Haryana,285954
1343,cherry,USA,Delhi,632714
1344,apple,Canada,Punjab,215739
1345,apple,Australia,Punjab,531822
1346,elderberry,Canada,Karnataka,466077
1347,elderberry,Canada,Haryana,720564
1348,cherry,Canada,Delhi,529714
1349,elderberry,Australia,Punjab,167752
1350,date,Canada,Tamil Nadu,965799
1351,apple,India,Karnataka,392403
1352,elderberry,India,Tamil Nadu,130712
1353,elderberry,Canada,Haryana,847360
1354,banana,Canada,Haryana,113922
1355,banana,UK,Delhi,872137
1356,banana,USA,Delhi,860258
1357,date,Australia,Haryana,665984
1358,banana,UK,Karnataka,203313
1359,banana,Australia,Delhi,721735
1360,apple,Australia,Punjab,585178
1361,apple,Canada,Karnataka,944839
1362,cherry,India,Tamil Nadu,912410
1363,apple,Australia,Punjab,499870
1364,banana,Canada,Karnataka,592921
1365,elderberry,UK,Delhi,308490
1366,apple,Canada,Haryana,362038
1367,date,Canada,Karnataka,689860
1368,apple,India,Tamil Nadu,889326
1369,date,USA,Punjab,111209
1370,date,India,Tamil Nadu,566640
1371,apple,India,Punjab,190782
1372,banana,USA,Delhi,360833
1373,elderberry,USA,Tamil Nadu,658160
